id,name,model,dateOfCreation,color,price
4368,Nissan,Altima,2009-09-28,MediumSpringGreen,9576.54
4369,Audi,Golf,1998-02-27,LightGreen,12257.77
4370,Mercedes-Benz,Golf,1997-07-25,DarkOliveGreen,34076.75
4371,Audi,Model S,2021-11-09,DarkSeaGreen,45028.48
4372,BMW,Golf,2018-05-03,Lavender,38002.63
4373,Ford,Corolla,1995-06-30,SlateBlue,11658.59
4374,Honda,F-150,2014-03-08,FloralWhite,44294.5
4375,Honda,Silverado,2018-04-29,Cyan,36086.69
4376,Ford,Golf,2006-10-14,HoneyDew,37396.4
4377,Tesla,A4,1999-05-23,DarkSalmon,75754.85
4378,Volkswagen,Civic,2023-12-03,Green,34884.54
4379,Ford,Civic,2023-12-04,MidnightBlue,52674.53
4380,Toyota,Corolla,2016-03-21,PapayaWhip,32478.54
4381,Nissan,Model S,2014-11-14,DimGray,68900.09
4382,BMW,3 Series,1997-02-02,IndianRed,67019.48
4383,Audi,3 Series,2019-06-08,DarkOrchid,25657.2
4384,Audi,F-150,2009-10-06,LightPink,50676.34
4385,Nissan,Corolla,2010-04-30,RosyBrown,52006.22
4386,Audi,A4,2008-01-10,SeaShell,79005.7
4387,Audi,A4,2021-07-26,Magenta,13875.31
4388,Audi,Civic,2006-03-09,NavajoWhite,54996.0
4389,Mercedes-Benz,A4,2001-02-21,SteelBlue,29009.63
4390,Audi,Golf,1998-07-25,DodgerBlue,39942.25
4391,BMW,Corolla,2022-11-14,Plum,5481.63
4392,Volkswagen,3 Series,2017-09-08,Gold,26161.39
4393,Mercedes-Benz,F-150,2022-01-01,LightGray,62907.24
4394,Audi,Civic,2008-07-13,MediumTurquoise,11189.7
4395,Toyota,Golf,1994-01-16,GreenYellow,39545.4
4396,Volkswagen,F-150,2011-11-12,Aqua,18270.43
4397,Toyota,C-Class,1996-03-29,FloralWhite,73658.41
4398,Mercedes-Benz,A4,2011-12-06,Pink,46804.89
4399,Tesla,Silverado,2020-10-23,BlanchedAlmond,48948.87
4400,Tesla,Corolla,2005-08-15,LightBlue,15229.9
4401,Honda,A4,2019-06-18,PowderBlue,36589.31
4402,Volkswagen,F-150,2017-04-13,NavajoWhite,55141.06
4403,Audi,Corolla,2022-10-30,DarkMagenta,68422.68
4404,Chevrolet,Model S,2014-08-11,DarkGreen,79586.28
4405,Honda,C-Class,2002-09-27,SteelBlue,59518.64
4406,Audi,Golf,2019-02-28,DarkSlateBlue,64491.75
4407,Chevrolet,F-150,1995-02-11,LightYellow,9121.9
4408,Tesla,A4,2000-12-02,Beige,48236.1
4409,BMW,Silverado,2009-11-18,LightSkyBlue,21450.21
4410,Honda,Golf,2005-04-19,Silver,71812.91
4411,Toyota,C-Class,2021-11-01,Magenta,38736.15
4412,Honda,Silverado,2006-04-07,LavenderBlush,41927.29
4413,Volkswagen,3 Series,2018-11-25,Blue,27134.53
4414,BMW,Civic,2006-06-05,Cornsilk,44682.94
4415,Ford,Model S,2009-12-20,LightCyan,12213.71
4416,Ford,Model S,2002-10-11,Indigo,25322.76
4417,Mercedes-Benz,Civic,2016-12-11,Thistle,14665.06
4418,Audi,A4,2017-10-22,Linen,56588.49
4419,Audi,Model S,2006-10-31,DarkGray,38472.74
4420,Nissan,Altima,2021-09-10,DimGray,49052.93
4421,Nissan,Civic,2013-11-12,MediumTurquoise,47743.34
4422,Ford,F-150,2004-04-08,PowderBlue,54580.97
4423,Tesla,Corolla,2016-10-13,SkyBlue,19080.21
4424,Mercedes-Benz,Corolla,2000-01-10,LavenderBlush,6775.59
4425,Volkswagen,Silverado,2008-10-23,HoneyDew,71064.65
4426,Ford,Golf,2014-01-05,SlateGray,24150.1
4427,Tesla,C-Class,2006-08-08,YellowGreen,38700.54
4428,Tesla,Golf,1997-02-05,DarkTurquoise,23481.47
4429,Ford,F-150,1998-03-30,Lime,36002.32
4430,Chevrolet,Corolla,1998-03-12,White,68359.98
4431,Nissan,Silverado,1999-05-16,Snow,40966.26
4432,Ford,Corolla,2016-08-05,Gray,77816.38
4433,Audi,A4,2020-06-28,Fuchsia,24340.17
4434,Mercedes-Benz,Silverado,2019-04-16,MediumOrchid,56507.59
4435,Mercedes-Benz,C-Class,1998-02-12,Tomato,11568.13
4436,BMW,Silverado,2023-06-11,Pink,76583.47
4437,Ford,Corolla,2005-07-03,PeachPuff,29089.57
4438,Ford,3 Series,2005-09-14,MediumSlateBlue,42059.8
4439,Tesla,Corolla,2007-01-10,Blue,36552.45
4440,Mercedes-Benz,F-150,2010-02-22,LightYellow,50114.96
4441,Ford,A4,1999-11-29,Coral,40231.32
4442,Audi,Golf,2016-04-27,Cyan,12736.39
4443,Nissan,A4,1995-01-28,MediumSlateBlue,49519.03
4444,BMW,Altima,2013-07-18,Linen,71104.67
4445,Volkswagen,Corolla,2001-04-17,RosyBrown,57812.11
4446,Audi,Corolla,2003-09-16,Navy,51447.36
4447,Toyota,C-Class,2019-07-22,Navy,51656.03
4448,Nissan,C-Class,2010-06-11,Magenta,63692.04
4449,Mercedes-Benz,Golf,1998-07-21,LightSeaGreen,19149.61
4450,Chevrolet,A4,1998-01-22,Salmon,41663.81
4451,Tesla,Altima,2000-04-04,Teal,30060.02
4452,Ford,3 Series,2012-11-16,SandyBrown,5199.56
4453,Audi,F-150,1997-06-22,DarkTurquoise,12706.85
4454,BMW,3 Series,2007-03-26,LightCyan,35595.92
4455,Toyota,C-Class,2015-03-19,Black,8146.66
4456,Mercedes-Benz,C-Class,2007-05-02,DarkSeaGreen,48532.64
4457,Ford,A4,2010-07-05,Navy,68973.1
4458,Volkswagen,Model S,1998-05-28,Moccasin,23941.34
4459,Toyota,Corolla,2018-04-17,Cyan,8883.25
4460,Ford,A4,2021-05-16,RosyBrown,38109.02
4461,Volkswagen,Silverado,1994-02-05,Olive,75897.6
4462,Toyota,Civic,2013-10-07,Gray,64229.28
4463,BMW,Corolla,1998-03-29,Plum,20063.81
4464,Volkswagen,F-150,1994-11-24,MediumAquaMarine,41988.94
4465,Mercedes-Benz,A4,2006-03-14,DarkGray,64969.21
4466,Tesla,C-Class,2016-01-27,Green,64684.49
4467,Nissan,Corolla,2022-02-27,Peru,74083.97
4468,Toyota,3 Series,1995-06-05,Orange,13264.83
4469,Tesla,Altima,2014-01-11,DarkSeaGreen,56403.57
4470,Toyota,Golf,2010-05-05,OrangeRed,43233.14
4471,Tesla,F-150,2012-09-17,Green,65664.75
4472,Volkswagen,Corolla,1997-04-19,SeaShell,30652.56
4473,Mercedes-Benz,Silverado,1994-10-15,Lavender,13892.86
4474,Volkswagen,3 Series,2013-05-18,PapayaWhip,9708.48
4475,Mercedes-Benz,F-150,2004-03-20,HotPink,44551.94
4476,Chevrolet,Civic,2013-03-28,DarkRed,70358.44
4477,Nissan,Golf,2017-11-10,DarkGoldenRod,12270.38
4478,Honda,F-150,2019-12-18,Silver,64478.8
4479,Honda,A4,2019-02-07,GoldenRod,63211.53
4480,Audi,Golf,2008-05-11,Khaki,42521.63
4481,Ford,Civic,2010-02-02,SeaShell,53742.65
4482,Toyota,Civic,2021-04-01,MediumSlateBlue,20006.67
4483,Volkswagen,Corolla,2013-09-16,FireBrick,70782.34
4484,Audi,Civic,1995-10-03,BlanchedAlmond,70162.16
4485,Chevrolet,F-150,2002-12-13,DimGray,47173.59
4486,Mercedes-Benz,Civic,1994-03-09,LightCyan,12850.84
4487,Toyota,Altima,2003-06-30,LemonChiffon,24076.41
4488,Tesla,F-150,2000-01-22,DarkOliveGreen,18740.24
4489,BMW,Altima,2014-11-09,LightYellow,11126.72
4490,Honda,Model S,2007-05-22,SpringGreen,14942.9
4491,Ford,C-Class,1998-10-23,Coral,9893.4
4492,Nissan,3 Series,2014-12-07,LemonChiffon,11863.31
4493,BMW,A4,2017-05-11,GreenYellow,12836.31
4494,Toyota,Corolla,2022-01-12,SpringGreen,19860.82
4495,Chevrolet,Corolla,2019-02-25,BlanchedAlmond,5473.15
4496,BMW,Altima,2018-06-05,IndianRed,14732.52
4497,Audi,F-150,2006-04-06,LightCyan,35700.9
4498,Mercedes-Benz,A4,2022-09-17,SkyBlue,64607.43
4499,Chevrolet,Silverado,2016-07-31,LightCoral,34993.67
4500,Mercedes-Benz,F-150,2015-10-10,DarkOrchid,27262.51
4501,Audi,Civic,1999-06-16,DarkOrange,58169.93
4502,Volkswagen,3 Series,1997-01-27,SeaShell,27316.23
4503,Nissan,Corolla,2013-01-02,HoneyDew,45772.06
4504,Volkswagen,Civic,2006-01-02,PaleVioletRed,22463.98
4505,Toyota,Corolla,2006-07-29,Chartreuse,43731.2
4506,Tesla,Model S,2018-12-30,NavajoWhite,73727.82
4507,Ford,C-Class,2007-07-16,Gainsboro,73575.2
4508,Honda,C-Class,2000-05-07,LightSteelBlue,33905.11
4509,Ford,Model S,2019-05-31,LightSlateGray,27745.28
4510,BMW,3 Series,2014-10-30,Linen,21297.8
4511,Volkswagen,Corolla,1996-01-16,AntiqueWhite,28651.76
4512,Nissan,Silverado,2004-04-26,MediumPurple,30583.75
4513,BMW,Corolla,2019-06-26,Fuchsia,44579.44
4514,Tesla,Golf,2006-01-17,Gold,21873.87
4515,Audi,3 Series,2016-05-14,Wheat,75003.82
4516,Ford,Civic,1994-08-26,Snow,13928.81
4517,Toyota,C-Class,2007-02-06,PaleGreen,24060.68
4518,Honda,Golf,2000-02-21,LavenderBlush,71853.34
4519,Mercedes-Benz,Corolla,2003-09-03,Teal,15861.04
4520,Honda,A4,2015-03-11,Sienna,37016.07
4521,Honda,Golf,2002-11-07,Khaki,29818.03
4522,Chevrolet,F-150,2012-10-21,LimeGreen,52489.45
4523,BMW,Model S,2007-05-13,Yellow,75422.02
4524,Tesla,C-Class,2003-10-24,DarkGray,25452.49
4525,Ford,F-150,2007-12-07,Black,76699.89
4526,Volkswagen,Silverado,2013-12-08,MediumTurquoise,55501.96
4527,Nissan,Golf,2010-01-25,Purple,16467.18
4528,Ford,Silverado,1996-10-22,Turquoise,36063.54
4529,Audi,F-150,2004-03-17,Chocolate,33617.57
4530,Honda,Altima,2020-01-28,OliveDrab,74861.71
4531,Honda,Golf,2017-08-05,Olive,55746.23
4532,BMW,Golf,2003-03-18,LightPink,24477.44
4533,Audi,Golf,2022-12-14,Chocolate,8184.5
4534,Nissan,Corolla,2018-04-17,Bisque,64701.69
4535,Honda,Civic,2014-08-05,Cyan,55611.33
4536,BMW,Civic,2016-02-29,MediumSpringGreen,47948.94
4537,Toyota,Model S,2001-07-24,Turquoise,48665.18
4538,Honda,A4,1998-03-14,PeachPuff,33886.81
4539,BMW,C-Class,2018-02-11,Cyan,75689.99
4540,Toyota,Civic,2010-06-09,NavajoWhite,22611.58
4541,Nissan,Model S,2003-05-02,Crimson,60598.37
4542,Mercedes-Benz,F-150,2009-10-21,Tan,37087.08
4543,Toyota,Golf,2001-11-06,Ivory,18460.27
4544,Mercedes-Benz,A4,2007-06-18,WhiteSmoke,12046.59
4545,Honda,Model S,2022-12-21,PowderBlue,54278.45
4546,Chevrolet,Civic,1997-04-07,Blue,63251.98
4547,Volkswagen,Silverado,2010-01-26,Plum,46093.04
4548,Volkswagen,3 Series,2009-11-10,DarkTurquoise,57990.05
4549,Chevrolet,A4,1997-07-29,LightSalmon,63834.92
4550,Mercedes-Benz,Civic,2017-03-13,PeachPuff,21293.61
4551,Mercedes-Benz,A4,2020-12-12,GreenYellow,40383.37
4552,Toyota,Altima,2016-08-07,LightSalmon,52564.88
4553,Audi,F-150,1998-09-17,Violet,51250.78
4554,BMW,A4,1995-07-25,Lavender,23782.19
4555,Volkswagen,Silverado,2021-11-05,Bisque,18852.14
4556,Honda,F-150,2009-11-21,Linen,52975.82
4557,Audi,Silverado,2019-08-23,DarkSalmon,63134.4
4558,Volkswagen,C-Class,2005-06-08,Linen,6347.46
4559,Toyota,3 Series,2019-01-09,Blue,59417.0
4560,Audi,Golf,1996-12-18,LightCyan,59590.41
4561,Chevrolet,Silverado,2004-07-13,Red,64427.32
4562,BMW,Corolla,2002-03-31,PaleTurquoise,63022.15
4563,Ford,Model S,2004-02-06,SteelBlue,58911.64
4564,Tesla,Civic,2003-03-26,Lime,69128.9
4565,Chevrolet,Corolla,1998-08-06,PaleTurquoise,49445.46
4566,BMW,A4,2013-02-26,GhostWhite,42248.91
4567,Tesla,A4,2003-01-03,Peru,42691.92
4568,Toyota,A4,2008-02-28,AntiqueWhite,61116.46
4569,Nissan,Model S,2023-07-01,GoldenRod,13951.82
4570,Nissan,Altima,2007-06-07,LavenderBlush,15646.65
4571,Nissan,C-Class,2018-03-22,PapayaWhip,38159.83
4572,BMW,Golf,2009-08-12,LightCyan,26140.21
4573,Volkswagen,Model S,1997-08-02,WhiteSmoke,20244.99
4574,Toyota,Golf,2013-12-25,ForestGreen,59946.51
4575,Tesla,Corolla,2012-01-12,BlueViolet,19620.57
4576,Volkswagen,Altima,2009-11-11,DarkRed,41294.8
4577,Volkswagen,3 Series,1998-12-23,Silver,64881.83
4578,Volkswagen,A4,1996-07-13,Khaki,63521.73
4579,Mercedes-Benz,Golf,2003-03-16,DarkOrchid,34150.21
4580,Ford,A4,1994-11-10,Turquoise,28371.44
4581,Tesla,A4,2014-01-14,Tomato,10173.69
4582,Toyota,Corolla,2016-07-31,DarkOrange,35521.72
4583,Mercedes-Benz,A4,1998-01-21,Sienna,48250.44
4584,Tesla,F-150,1995-12-16,DarkGreen,79776.23
4585,Volkswagen,F-150,1997-10-22,BlanchedAlmond,44103.64
4586,Honda,Golf,1995-04-02,DarkOrchid,22010.01
4587,BMW,A4,2011-08-27,OldLace,13997.36
4588,Ford,3 Series,2005-05-12,LightCoral,78399.99
4589,Volkswagen,A4,2012-12-26,Gray,42539.57
4590,BMW,3 Series,2008-05-31,Green,37878.69
4591,Tesla,Golf,2004-02-21,Green,67330.62
4592,Chevrolet,Altima,2023-10-28,PeachPuff,49017.02
4593,Ford,Corolla,2021-02-06,ForestGreen,55958.54
4594,Toyota,Golf,2013-12-05,LightGoldenRodYellow,8642.23
4595,Chevrolet,Altima,1997-11-06,SpringGreen,31254.08
4596,Volkswagen,Golf,2019-07-27,PaleGreen,26989.56
4597,Nissan,Civic,2009-07-24,MediumAquaMarine,26021.28
4598,Honda,Model S,1997-04-13,OliveDrab,59975.31
4599,Audi,Corolla,1994-04-10,Gray,74388.54
4600,Honda,Silverado,2007-04-12,OldLace,29129.21
4601,Tesla,C-Class,2011-10-27,DarkOrange,53350.49
4602,Volkswagen,Altima,2014-11-05,MediumBlue,34137.01
4603,BMW,F-150,2001-01-28,Turquoise,64050.85
4604,Tesla,Altima,2017-10-09,DarkOrchid,41536.04
4605,Audi,A4,2012-08-04,Linen,72721.81
4606,Tesla,Corolla,1997-09-22,BlanchedAlmond,65646.55
4607,BMW,Golf,2015-12-13,Azure,10532.46
4608,Audi,Golf,2013-05-15,Silver,56064.95
4609,Chevrolet,Silverado,2002-01-07,Tan,55072.15
4610,Audi,Altima,2014-09-10,Ivory,78507.31
4611,Honda,Golf,2017-03-31,YellowGreen,8901.61
4612,Toyota,A4,2004-05-26,Moccasin,17531.68
4613,Tesla,Corolla,1994-01-10,DarkBlue,24081.31
4614,Toyota,Corolla,2020-12-19,Thistle,33473.84
4615,Honda,A4,2003-06-06,LightSkyBlue,78853.84
4616,Honda,Model S,2011-10-16,LightSeaGreen,13656.4
4617,Ford,Model S,2002-04-02,MediumAquaMarine,45712.59
4618,Audi,A4,2015-02-17,Thistle,42901.43
4619,Mercedes-Benz,F-150,2019-03-02,DarkSlateBlue,20441.65
4620,Honda,Model S,2001-01-17,PaleTurquoise,9349.27
4621,Ford,A4,2004-08-21,SeaGreen,24459.99
4622,Honda,Silverado,2019-02-14,SlateGray,59421.7
4623,Mercedes-Benz,Corolla,2002-08-17,LightGoldenRodYellow,49886.64
4624,Honda,F-150,2020-06-11,LightBlue,65022.87
4625,Nissan,Silverado,2016-04-26,WhiteSmoke,20614.14
4626,Tesla,Model S,2022-04-17,Indigo,53730.37
4627,Tesla,Corolla,2021-03-15,OrangeRed,61792.27
4628,Ford,F-150,2017-06-17,DarkOrange,48989.33
4629,Nissan,Golf,1999-11-21,AliceBlue,65172.29
4630,Ford,Silverado,2020-03-25,DarkTurquoise,15373.09
4631,BMW,F-150,2019-06-13,Chocolate,72786.89
4632,Audi,Civic,2004-07-15,Cyan,11914.06
4633,Nissan,C-Class,2007-08-22,SandyBrown,78009.6
4634,Audi,Civic,2012-06-02,BurlyWood,9899.2
4635,Honda,Civic,1995-10-22,LightSeaGreen,74275.18
4636,Mercedes-Benz,Golf,2004-06-07,SaddleBrown,76122.41
4637,Volkswagen,Silverado,2023-06-06,LightSkyBlue,38636.23
4638,Volkswagen,Civic,2014-11-21,Maroon,36101.43
4639,Audi,Model S,2011-03-21,WhiteSmoke,37026.72
4640,Chevrolet,F-150,2007-08-21,Salmon,38344.17
4641,Mercedes-Benz,C-Class,2017-05-13,DarkBlue,6866.59
4642,BMW,Corolla,2009-06-12,Yellow,29346.27
4643,Mercedes-Benz,Model S,2006-09-22,RoyalBlue,44874.06
4644,Volkswagen,Civic,1996-06-09,Chocolate,13492.43
4645,Volkswagen,A4,1997-11-20,Chartreuse,66280.98
4646,BMW,Civic,2008-10-10,GoldenRod,45143.48
4647,Tesla,Corolla,2014-01-15,Magenta,73639.64
4648,Ford,C-Class,2021-08-17,PaleTurquoise,31386.43
4649,Honda,Golf,2015-10-25,BurlyWood,53525.3
4650,Ford,Golf,2004-04-10,Purple,56146.77
4651,Honda,C-Class,1999-04-20,MediumAquaMarine,67878.2
4652,Ford,F-150,2002-02-01,LightBlue,38573.88
4653,Mercedes-Benz,C-Class,2021-12-25,Olive,32338.53
4654,Honda,C-Class,2003-06-24,HotPink,30014.52
4655,Toyota,Altima,2009-11-30,Maroon,30400.73
4656,Nissan,Civic,2013-05-18,ForestGreen,79618.27
4657,Audi,Civic,1994-09-09,MediumSeaGreen,67860.55
4658,Nissan,Golf,2000-12-03,Gainsboro,43865.05
4659,Audi,Civic,2014-09-20,GhostWhite,30600.56
4660,Volkswagen,C-Class,2015-05-17,NavajoWhite,30704.74
4661,Nissan,Corolla,2014-11-22,MediumSpringGreen,54005.99
4662,Ford,Golf,2017-09-20,MediumSpringGreen,41839.62
4663,Mercedes-Benz,3 Series,1996-01-22,WhiteSmoke,51087.23
4664,Volkswagen,Civic,2016-05-14,LimeGreen,78679.84
4665,Mercedes-Benz,Corolla,1997-08-03,LightSkyBlue,50634.2
4666,Chevrolet,F-150,2005-04-28,Crimson,29089.86
4667,Chevrolet,3 Series,2016-02-25,Lavender,41817.61
4668,Tesla,Silverado,2002-02-26,Blue,18529.29
4669,Mercedes-Benz,Golf,2002-01-24,Chartreuse,47371.55
4670,Nissan,3 Series,2003-04-28,GoldenRod,52855.69
4671,Volkswagen,Altima,2011-05-21,CadetBlue,64779.62
4672,Chevrolet,A4,2004-06-22,Sienna,6603.02
4673,Volkswagen,3 Series,1996-05-18,Brown,55971.37
4674,Mercedes-Benz,Corolla,1999-03-13,MediumTurquoise,41381.73
4675,Toyota,3 Series,1994-11-14,Yellow,35078.36
4676,Toyota,Golf,2016-05-28,Azure,34179.94
4677,Ford,Model S,2004-05-31,Sienna,76202.37
4678,Audi,3 Series,2006-09-05,LightPink,63283.48
4679,Honda,F-150,2015-07-11,Violet,37467.61
4680,Volkswagen,Civic,2003-09-09,Black,30775.69
4681,Chevrolet,3 Series,2001-06-28,Chartreuse,54729.1
4682,Nissan,Golf,1999-10-07,PaleVioletRed,34979.42
4683,Ford,Golf,2004-01-09,Beige,61111.14
4684,Honda,Silverado,2023-07-05,Red,68821.8
4685,BMW,Altima,1994-03-16,DimGray,71691.92
4686,Audi,Corolla,2017-01-26,FloralWhite,8127.52
4687,BMW,A4,2004-03-29,Lime,49831.4
4688,Ford,Golf,1999-03-31,BurlyWood,44393.76
4689,Volkswagen,Corolla,2016-10-27,SteelBlue,61891.71
4690,Chevrolet,Silverado,2022-09-19,SteelBlue,30319.08
4691,Mercedes-Benz,A4,2017-07-10,Turquoise,48729.22
4692,Honda,F-150,2017-04-01,MediumSlateBlue,8435.76
4693,Tesla,Civic,1994-02-12,Maroon,31097.79
4694,Audi,Altima,1998-03-25,BurlyWood,21716.23
4695,Mercedes-Benz,Golf,1998-12-27,HotPink,78163.85
4696,Ford,Silverado,2014-04-03,PaleVioletRed,30125.67
4697,Chevrolet,Silverado,2003-06-16,Thistle,65278.57
4698,Nissan,3 Series,2006-02-08,Ivory,28034.38
4699,Audi,Golf,2021-09-19,HoneyDew,33124.63
4700,Tesla,C-Class,2006-01-14,MintCream,58453.17
4701,Mercedes-Benz,F-150,2004-05-20,Crimson,73240.38
4702,BMW,A4,1994-12-25,PaleGreen,20729.82
4703,Ford,3 Series,2023-02-08,PaleGreen,33411.32
4704,Honda,F-150,2022-05-13,AliceBlue,18442.19
4705,Audi,A4,2010-05-10,BlanchedAlmond,9072.51
4706,Volkswagen,Civic,2006-02-18,SkyBlue,35768.62
4707,BMW,3 Series,1996-04-01,DarkGreen,68190.5
4708,Nissan,Corolla,2016-01-19,DarkOrchid,8530.02
4709,Nissan,Model S,2000-02-29,DeepPink,76738.7
4710,Chevrolet,Silverado,2013-10-28,SlateGray,46703.41
4711,Chevrolet,F-150,1994-09-09,LavenderBlush,46598.59
4712,Chevrolet,A4,2019-12-10,SkyBlue,68372.31
4713,Audi,Golf,2004-05-06,IndianRed,46450.39
4714,Mercedes-Benz,A4,2012-06-16,DarkOrchid,45377.79
4715,Volkswagen,Model S,1999-06-03,Green,51058.93
4716,Chevrolet,C-Class,2018-02-15,Coral,50521.9
4717,Ford,Golf,2006-09-13,MistyRose,50498.89
4718,Honda,Civic,2005-08-13,OldLace,49960.38
4719,Mercedes-Benz,3 Series,1997-08-07,Azure,54359.58
4720,Honda,3 Series,2017-12-13,MediumTurquoise,56768.34
4721,Audi,Model S,2017-02-16,DodgerBlue,22307.68
4722,Nissan,Corolla,2003-10-26,DimGray,56806.53
4723,Mercedes-Benz,A4,2010-06-13,DarkSlateGray,60212.22
4724,Tesla,Altima,2001-10-24,DarkSalmon,23517.77
4725,Toyota,Model S,1999-12-11,LightSkyBlue,56552.22
4726,Ford,F-150,2004-03-04,Fuchsia,36025.35
4727,Nissan,Altima,2013-06-05,Azure,75176.53
4728,Volkswagen,F-150,2010-05-14,DarkOrchid,60388.99
4729,Ford,Corolla,2003-05-24,HotPink,28341.79
4730,BMW,A4,1999-11-29,LightSeaGreen,47503.83
4731,Audi,Silverado,1995-02-23,Green,43629.07
4732,Mercedes-Benz,Corolla,2001-07-26,LightSkyBlue,52838.65
4733,Tesla,Corolla,2017-11-08,RosyBrown,57926.69
4734,Audi,Silverado,2008-08-14,HoneyDew,59886.65
4735,Chevrolet,Model S,2003-02-04,Yellow,5305.52
4736,Nissan,A4,2008-12-30,LavenderBlush,9118.86
4737,Volkswagen,Civic,2018-10-04,PaleGreen,12648.62
4738,Audi,3 Series,2013-09-18,SlateGray,76943.78
4739,Tesla,Altima,2007-06-09,Violet,75906.66
4740,Nissan,Civic,1996-06-22,Indigo,29533.5
4741,Toyota,Silverado,2023-09-17,Navy,57936.04
4742,Tesla,A4,1999-02-15,OliveDrab,6995.91
4743,Volkswagen,C-Class,1996-08-14,LightSlateGray,18109.07
4744,Ford,F-150,2004-01-21,DarkGoldenRod,16041.03
4745,Honda,Silverado,2013-07-11,Beige,53564.29
4746,Ford,F-150,2016-08-03,Plum,28816.17
4747,Honda,Golf,2000-05-29,PaleVioletRed,37256.0
4748,Volkswagen,Corolla,2001-07-27,Orange,36171.59
4749,Tesla,Corolla,2021-01-07,SlateGray,79500.42
4750,Audi,Silverado,1997-01-09,Purple,66879.86
4751,Volkswagen,C-Class,2012-06-13,Brown,66946.09
4752,Tesla,F-150,1995-08-08,DarkSeaGreen,56492.67
4753,BMW,Corolla,2005-08-11,GhostWhite,8947.6
4754,Tesla,Silverado,2011-06-03,MediumBlue,13331.0
4755,Audi,Altima,2011-05-12,FloralWhite,56551.26
4756,Mercedes-Benz,C-Class,2002-10-07,NavajoWhite,44371.42
4757,Volkswagen,Model S,2000-12-13,GreenYellow,36828.46
4758,Audi,Silverado,2019-10-29,DarkOliveGreen,32930.97
4759,Honda,C-Class,2006-05-23,Moccasin,58969.18
4760,Mercedes-Benz,3 Series,1999-12-03,PaleTurquoise,59813.18
4761,BMW,Altima,1995-08-13,MistyRose,21641.43
4762,Audi,Corolla,2023-10-20,Olive,33786.38
4763,Mercedes-Benz,3 Series,2016-10-16,DarkGreen,54768.06
4764,BMW,F-150,2010-07-08,LightSeaGreen,71903.89
4765,Ford,Corolla,2012-08-08,DarkGoldenRod,43150.17
4766,Toyota,A4,2010-08-03,LemonChiffon,27072.26
4767,Nissan,F-150,2008-10-15,LightGray,18789.28
4768,Toyota,Golf,2009-03-05,LemonChiffon,68090.28
4769,Audi,3 Series,2013-02-11,LavenderBlush,11498.52
4770,Nissan,F-150,2017-10-13,Chocolate,16793.92
4771,Mercedes-Benz,Altima,2015-04-08,Green,48888.32
4772,Ford,F-150,2006-01-28,Lavender,14502.31
4773,BMW,Civic,1996-07-17,DarkTurquoise,72588.03
4774,Volkswagen,3 Series,2020-07-30,Purple,50090.42
4775,BMW,Model S,2001-11-13,DarkSlateBlue,27082.66
4776,Nissan,Golf,2019-08-16,NavajoWhite,63591.61
4777,BMW,Corolla,2021-12-23,IndianRed,79819.61
4778,Chevrolet,Corolla,2019-12-09,Cyan,6646.28
4779,Mercedes-Benz,Silverado,2015-01-16,Azure,31040.68
4780,Toyota,Silverado,2019-12-22,Aquamarine,79008.6
4781,Ford,Corolla,1995-11-11,SpringGreen,5784.04
4782,Ford,3 Series,2000-01-22,DarkGray,69556.96
4783,Chevrolet,Silverado,1997-03-06,DimGray,59399.67
4784,Audi,Golf,2006-06-10,Indigo,48349.72
4785,Toyota,Model S,2018-11-22,Thistle,5848.09
4786,Audi,Golf,1997-01-17,LightGray,49709.91
4787,Ford,Civic,2014-05-26,FireBrick,27095.18
4788,Audi,C-Class,2022-08-01,Gold,8585.45
4789,Ford,C-Class,2007-11-09,SpringGreen,58713.63
4790,Ford,C-Class,2003-11-08,DodgerBlue,8812.05
4791,Ford,C-Class,2015-08-02,DarkSlateGray,15335.71
4792,Tesla,Model S,2014-12-08,SteelBlue,72366.04
4793,Nissan,Corolla,2000-07-22,Azure,63068.69
4794,Honda,Corolla,2009-04-28,Blue,6630.65
4795,Honda,Altima,2008-08-04,Magenta,47189.48
4796,Nissan,A4,2011-11-15,Crimson,19067.01
4797,Audi,Civic,2016-05-23,LightCoral,67840.93
4798,Nissan,A4,2023-04-02,Yellow,22461.24
4799,Honda,Model S,2000-12-31,SlateBlue,20031.58
4800,Audi,Altima,1999-08-12,MediumPurple,14768.54
4801,Ford,Corolla,2001-11-28,LimeGreen,48833.09
4802,Ford,C-Class,2021-04-09,MintCream,40895.25
4803,BMW,C-Class,2021-01-26,DarkSalmon,7804.77
4804,Toyota,C-Class,1998-08-25,MediumAquaMarine,53363.66
4805,Toyota,Altima,2004-02-15,Red,45538.35
4806,Audi,F-150,1999-06-14,LightCoral,74695.35
4807,BMW,Golf,2020-07-22,OliveDrab,39361.8
4808,BMW,Golf,2001-01-02,CadetBlue,51581.56
4809,Honda,Golf,2008-05-11,Lavender,23329.33
4810,Volkswagen,3 Series,2015-12-14,Red,25940.43
4811,Honda,3 Series,2001-05-24,Bisque,33093.94
4812,Toyota,Altima,2016-06-21,MediumVioletRed,6171.47
4813,Chevrolet,C-Class,2023-10-01,Linen,5908.97
4814,Ford,Altima,2009-09-02,MediumOrchid,42024.17
4815,Audi,F-150,2008-05-02,Peru,45963.48
4816,BMW,A4,2021-08-28,MidnightBlue,10165.98
